,name,company,year,Price,kms_driven,fuel_type
429,FordIkon1.3,Ford,2001,45000,65000,Petrol
430,ToyotaFortuner3.0,Toyota,2010,940000,131000,Diesel
431,TataManzaELAN,Tata,2010,155555,111111,Petrol
434,MercedesBenzA,Mercedes,2013,1500000,14000,Petrol
435,ChevroletBeatLS,Chevrolet,2016,210000,22000,Diesel
436,FordEcoSportTrend,Ford,2013,495000,38000,Diesel
437,TataIndigoLS,Tata,2016,125000,70000,Diesel
438,Hyundaii20Magna,Hyundai,2010,195000,36000,Petrol
439,VolkswagenVentoHighline,Volkswagen,2015,550000,34000,Diesel
440,RenaultKwidRXT,Renault,2015,270000,43000,Petrol
442,FordEcoSportTitanium,Ford,2014,500000,40000,Diesel
443,HondaAmaze1.5,Honda,2016,240000,160000,Diesel
444,HyundaiVerna1.6,Hyundai,2017,800000,12000,Petrol
445,BMW5Series,BMW,2011,1299000,49000,Diesel
446,SkodaSuperb1.8,Skoda,2011,530000,68000,Petrol
447,AudiQ32.0,Audi,2013,1499000,37000,Diesel
448,MahindraBoleroDI,Mahindra,2012,220000,59466,Diesel
450,MahindraScorpioS10,Mahindra,2015,900000,97200,Diesel
451,FordFigoDuratorq,Ford,2012,250000,99000,Diesel
452,MarutiSuzukiWagon,Maruti,2018,395000,25500,Petrol
453,MahindraLoganDiesel,Mahindra,2009,130000,66000,Petrol
454,TataNanoGenX,Tata,2010,32000,44005,Petrol
455,MahindraTUV300T4,Mahindra,2016,540000,35000,Diesel
456,MahindraTUV300T4,Mahindra,2016,540000,35000,Diesel
457,HyundaiElitei20,Hyundai,2015,405000,28000,Petrol
458,HyundaiElitei20,Hyundai,2015,400000,30000,Petrol
459,HondaCitySV,Honda,2017,760000,4000,Petrol
460,MarutiSuzukiBaleno,Maruti,2016,500000,28000,Petrol
461,FordFigoPetrol,Ford,2011,175000,75000,Petrol
462,MahindraScorpioS10,Mahindra,2015,900000,97200,Diesel
463,HondaCity,Honda,2017,750000,3000,Petrol
464,HyundaiElitei20,Hyundai,2015,419000,20000,Petrol
465,MarutiSuzukiVersa,Maruti,2004,90000,50000,Petrol
466,HyundaiEonEra,Hyundai,2018,140000,2110,Petrol
467,MitsubishiPajeroSport,Mitsubishi,2015,1540000,43222,Petrol
468,Hyundaii10Magna,Hyundai,2008,275000,100200,Petrol
469,ToyotaCorollaH2,Toyota,2003,150000,100000,Petrol
470,MarutiSuzukiSwift,Maruti,2011,230000,65,Petrol
471,TataIndigoCS,Tata,2015,123000,100000,Diesel
472,MahindraScorpioS10,Mahindra,2015,900000,97200,Diesel
473,MahindraScorpioS10,Mahindra,2015,900000,97200,Diesel
474,HyundaiXcentBase,Hyundai,2016,300000,140000,Diesel
475,HondaCity,Honda,2015,499999,55000,Petrol
476,HyundaiAccentExecutive,Hyundai,2009,165000,48000,Petrol
477,MarutiSuzukiBaleno,Maruti,2016,498000,22000,Petrol
478,TataZestXE,Tata,2018,480000,103553,Diesel
479,MarutiSuzukiDzire,Maruti,2017,488000,80000,Diesel
480,TataSumoGold,Tata,2014,250000,99000,Diesel
481,ToyotaCorollaAltis,Toyota,2010,220000,58000,Petrol
482,MarutiSuzukiEeco,Maruti,2013,290000,70000,LPG
483,ToyotaFortuner3.0,Toyota,2015,1525000,120000,Diesel
484,MahindraXUV500W6,Mahindra,2013,548900,49800,Diesel
485,TataTigorRevotron,Tata,2019,650000,100,Diesel
486,MarutiSuzuki800,Maruti,2001,55000,81876,Petrol
487,MarutiSuzukiErtiga,Maruti,2015,550000,75000,Petrol
488,MarutiSuzukiVersa,Maruti,2004,90000,50000,Petrol
489,HondaMobilioS,Honda,2014,399000,44000,Diesel
490,MarutiSuzukiErtiga,Maruti,2016,730000,55000,Diesel
491,MarutiSuzukiVitara,Maruti,2017,725000,36000,Diesel
492,HyundaiVerna1.6,Hyundai,2016,195000,56000,Diesel
493,MarutiSuzukiSwift,Maruti,2007,130000,62000,Petrol
494,ToyotaFortuner3.0,Toyota,2015,1525000,120000,Diesel
495,MarutiSuzukiOmni,Maruti,2014,190000,6020,Petrol
496,HondaAmaze,Honda,2013,250000,55700,Diesel
497,TataIndica,Tata,2005,80000,42000,Petrol
498,HyundaiSantroXing,Hyundai,2003,120000,50000,Petrol
499,MarutiSuzukiZen,Maruti,2010,149000,35000,Petrol
500,MarutiSuzukiWagon,Maruti,2014,250000,18500,Petrol
501,MarutiSuzukiWagon,Maruti,2007,120000,7000,Petrol
502,HondaBrioVX,Honda,2017,450000,11000,Petrol
504,MarutiSuzukiZen,Maruti,2003,99999,53000,Petrol
505,MarutiSuzukiZen,Maruti,2008,135000,23000,Petrol
506,MarutiSuzukiWagon,Maruti,2016,225000,35500,Diesel
507,MarutiSuzukiAlto,Maruti,2010,99000,22134,Petrol
508,RenaultKwidRXT,Renault,2019,370000,1000,Petrol
509,TataNanoLx,Tata,2010,52000,9000,Petrol
510,JaguarXEXE,Jaguar,2016,2800000,8500,Petrol
512,HyundaiEonMagna,Hyundai,2014,190000,35000,Petrol
513,HondaCity1.5,Honda,2014,499000,22000,Petrol
514,HindustanMotorsAmbassador,Hindustan,2002,90000,25000,Diesel
515,MarutiSuzukiRitz,Maruti,2010,149000,40000,Petrol
516,HyundaiGrandi10,Hyundai,2017,400000,20000,Petrol
517,HyundaiEonD,Hyundai,2016,120000,87000,Petrol
518,MarutiSuzukiSwift,Maruti,2015,250000,55000,Petrol
519,MarutiSuzukiWagon,Maruti,2017,375000,23000,Petrol
520,HondaAmaze1.2,Honda,2014,381000,6000,Petrol
521,MarutiSuzukiEstilo,Maruti,2013,180000,65000,Petrol
522,MarutiSuzukiVitara,Maruti,2016,580000,25000,Diesel
523,MarutiSuzukiEeco,Maruti,2015,278000,39000,Petrol
525,HyundaiCreta1.6,Hyundai,2016,1000000,8000,Petrol
526,MahindraScorpioVlx,Mahindra,2013,690000,75000,Diesel
527,MarutiSuzukiErtiga,Maruti,2012,480000,51000,Diesel
528,MitsubishiLancer1.8,Mitsubishi,2006,85000,50000,Petrol
529,MarutiSuzukiMaruti,Maruti,2001,40000,75000,Petrol
530,MarutiSuzukiAlto,Maruti,2015,90000,55800,Petrol
531,HyundaiGrandi10,Hyundai,2015,340000,53000,Petrol
532,HyundaiEonD,Hyundai,2018,260000,25000,Petrol
533,FordFiestaSXi,Ford,2009,250000,56400,Petrol
534,MarutiSuzukiRitz,Maruti,2010,180000,72160,Diesel
535,HyundaiVernaFluidic,Hyundai,2012,350000,10000,Diesel
536,MarutiSuzukiWagon,Maruti,2006,90001,48000,Petrol
537,MarutiSuzukiEstilo,Maruti,2007,115000,36000,Petrol
538,AudiA62.0,Audi,2012,1599000,11500,Diesel
539,MarutiSuzukiWagon,Maruti,2003,130000,133000,Petrol
540,MarutiSuzukiWagon,Maruti,2009,159000,27000,Petrol
541,MarutiSuzukiWagon,Maruti,2009,160000,35000,Petrol
542,MarutiSuzukiAlto,Maruti,2010,110000,55000,Petrol
543,MarutiSuzukiBaleno,Maruti,2016,425000,40000,Petrol
544,HyundaiVerna1.6,Hyundai,2019,900000,2000,Petrol
545,MarutiSuzukiSwift,Maruti,2009,150000,45000,Petrol
546,HyundaiGetzPrime,Hyundai,2009,110000,20000,Petrol
547,HyundaiSantro,Hyundai,2000,51999,88000,Petrol
548,HyundaiGetzPrime,Hyundai,2009,115000,20000,Petrol
549,ChevroletBeatPS,Chevrolet,2012,215000,65422,Diesel
550,FordEcoSportTrend,Ford,2017,580000,10000,Petrol
551,MarutiSuzukiDzire,Maruti,2013,380000,35000,Petrol
552,HyundaiFluidicVerna,Hyundai,2013,350000,117000,Diesel
553,TataIndicaV2,Tata,2005,35000,150000,Diesel
554,BMWX1xDrive20d,BMW,2011,1150000,72000,Diesel
555,Hyundaii20Asta,Hyundai,2010,300000,10750,Petrol
556,HondaCity1.5,Honda,2009,269000,55000,Petrol
557,TataNano,Tata,2013,60000,6800,Petrol
558,ChevroletCruzeLTZ,Chevrolet,2014,400000,41000,Diesel
559,HyundaiVernaFluidic,Hyundai,2015,430000,73000,Diesel
561,MarutiSuzukiSwift,Maruti,2011,140000,65000,Diesel
562,MahindraXUV500W6,Mahindra,2014,8500003,45000,Diesel
563,MahindraXUV500W10,Mahindra,2018,1299000,40000,Diesel
564,MarutiSuzukiAlto,Maruti,2014,199000,37000,Petrol
565,HyundaiAccentGLE,Hyundai,2006,90000,55000,Petrol
566,ForceMotorsOne,Force,2013,550000,140000,Diesel
568,MarutiSuzukiAlto,Maruti,2019,265000,9800,Petrol
569,ChevroletSpark1.0,Chevrolet,2011,100000,27000,Petrol
570,Hyundaii10,Hyundai,2009,215000,27000,Petrol
571,ToyotaEtiosLiva,Toyota,2012,380000,20000,Diesel
572,RenaultDuster85PS,Renault,2013,401919,57923,Diesel
573,ChevroletEnjoy,Chevrolet,2014,490000,30201,Diesel
574,MarutiSuzukiAlto,Maruti,2017,280000,6200,Petrol
575,BMW5Series,BMW,2009,650000,37518,Petrol
576,ToyotaEtiosLiva,Toyota,2014,160000,24652,Petrol
577,MahindraJeepMM,Mahindra,2004,424000,383,Diesel
578,ChevroletBeatLS,Chevrolet,2016,225000,95000,Diesel
579,ChevroletCruzeLTZ,Chevrolet,2011,350000,35000,Diesel
580,JeepWranglerUnlimited,Jeep,2015,950000,3528,Diesel
581,MarutiSuzukiErtiga,Maruti,2013,485000,52500,Diesel
582,HyundaiVernaVGT,Hyundai,2010,205000,47900,Diesel
583,MarutiSuzukiOmni,Maruti,2012,160000,14000,Petrol
584,MarutiSuzukiCelerio,Maruti,2018,310000,37000,Petrol
585,TataZestQuadrajet,Tata,2017,180000,90000,Diesel
586,MahindraXUV500W6,Mahindra,2013,549900,52800,Diesel
587,TataIndigoCS,Tata,2016,150000,104000,Diesel
588,Hyundaii10Era,Hyundai,2011,175000,30000,Petrol
589,TataIndigoeCS,Tata,2014,95000,195000,Diesel
590,TataIndigoLX,Tata,2016,230000,104000,Diesel
591,TataIndigoeCS,Tata,2016,230000,104000,Diesel
592,TataIndigoMarina,Tata,2004,180000,70000,Diesel
594,HyundaiXcentSX,Hyundai,2015,400000,43000,Diesel
595,HyundaiEonMagna,Hyundai,2013,185000,23000,Petrol
596,RenaultDuster85,Renault,2015,385000,51000,Diesel
597,MarutiSuzukiAlto,Maruti,2009,90000,62000,Petrol
598,TataNanoLX,Tata,2010,32000,48008,Petrol
600,RenaultDuster110,Renault,2013,435000,39000,Diesel
601,MarutiSuzukiWagon,Maruti,2010,225000,40000,Petrol
602,MarutiSuzukiSwift,Maruti,2006,189700,48247,Petrol
603,MarutiSuzukiErtiga,Maruti,2012,389700,39000,Diesel
604,MarutiSuzukiSwift,Maruti,2014,365000,23000,Petrol
605,MarutiSuzukiAlto,Maruti,2017,360000,9400,Petrol
606,Hyundaii20Magna,Hyundai,2010,210000,50000,Petrol
607,Hyundaii10Magna,Hyundai,2009,170000,75000,Petrol
609,TataZestXE,Tata,2017,380000,70000,Diesel
610,MahindraXyloE8,Mahindra,2009,295000,64000,Diesel
611,ToyotaCorollaAltis,Toyota,2010,185000,55000,Petrol
612,TataManzaAqua,Tata,2014,160000,200000,Diesel
615,RenaultKwid1.0,Renault,2018,290000,2137,Petrol
617,TataVentureEX,Tata,2013,100000,30000,Diesel
618,MarutiSuzukiSwift,Maruti,2014,315000,44000,Petrol
620,SkodaOctaviaClassic,Skoda,2006,114990,65000,Diesel
621,MarutiSuzukiOmni,Maruti,2012,120000,160000,LPG
622,ChevroletBeatDiesel,Chevrolet,2011,125000,56000,Diesel
623,TataSumoGold,Tata,2012,210000,75000,Diesel
625,HyundaiVerna1.6,Hyundai,2018,855000,42000,Diesel
626,TataSumoGold,Tata,2012,210000,75000,Diesel
627,MahindraScorpio2.6,Mahindra,2007,260000,56000,Diesel
628,MarutiSuzukiZen,Maruti,2002,95000,10544,Petrol
629,MarutiSuzukiSwift,Maruti,2011,255000,64000,Petrol
630,MahindraScorpioSLX,Mahindra,2008,300000,70000,Diesel
631,HyundaiGrandi10,Hyundai,2014,340000,25000,Petrol
632,HyundaiElitei20,Hyundai,2017,550000,15000,Petrol
633,FordIkon1.6,Ford,2003,60000,50000,Petrol
636,ToyotaInnova2.5,Toyota,2011,750000,147000,Diesel
637,NissanSunnyXL,Nissan,2011,230000,52000,Petrol
638,ChevroletBeatLT,Chevrolet,2012,130000,90001,Diesel
639,MarutiSuzukiAlto,Maruti,2017,270000,21000,Petrol
640,MarutiSuzukiSwift,Maruti,2012,280000,48006,Diesel
641,MarutiSuzukiSwift,Maruti,2012,280000,48006,Diesel
642,MarutiSuzukiSwift,Maruti,2012,280000,48006,Diesel
644,ToyotaInnova2.0,Toyota,2012,600000,80000,Diesel
646,MarutiSuzukiSwift,Maruti,2010,190000,74000,Diesel
647,HyundaiElitei20,Hyundai,2015,500000,22000,Petrol
648,MahindraXUV500W10,Mahindra,2016,1065000,41000,Diesel
649,VolkswagenPoloTrendline,Volkswagen,2015,350000,25000,Diesel
650,ToyotaEtiosLiva,Toyota,2012,350000,85000,Diesel
651,MahindraTUV300T4,Mahindra,2016,540000,29500,Diesel
652,HyundaiElitei20,Hyundai,2015,470000,30000,Petrol
653,HyundaiSantroXing,Hyundai,2014,179000,57000,Petrol
654,MarutiSuzukiZen,Maruti,2003,48000,60000,Petrol
655,MarutiSuzukiCiaz,Maruti,2016,650000,50000,Petrol
656,HyundaiEonEra,Hyundai,2013,190000,39700,Petrol
657,HyundaiElantra1.8,Hyundai,2012,500000,65000,Petrol
658,MarutiSuzukiSwift,Maruti,2010,270000,67000,Diesel
659,MarutiSuzukiZen,Maruti,2008,125000,46000,Petrol
660,HyundaiEonEra,Hyundai,2012,188000,38000,Petrol
661,HyundaiGrandi10,Hyundai,2016,380000,27000,Petrol
662,HyundaiVernaFluidic,Hyundai,2011,365000,43000,Diesel
663,FordEcoSportTrend,Ford,2014,465000,47000,Petrol
664,Hyundaii20Magna,Hyundai,2011,240000,42000,Petrol
665,ChevroletBeatDiesel,Chevrolet,2016,179999,19336,Diesel
666,TataIndicaeV2,Tata,2015,140000,60105,Diesel
667,JaguarXF2.2,Jaguar,2013,2190000,29000,Diesel
668,AudiQ52.0,Audi,2014,2390000,34000,Diesel
669,BMW3Series,BMW,2011,1075000,35000,Diesel
670,MarutiSuzukiSwift,Maruti,2015,475000,22000,Petrol
671,BMWX1sDrive20d,BMW,2012,1025000,41000,Diesel
672,MarutiSuzukiS,Maruti,2016,615000,21000,Diesel
673,MarutiSuzukiErtiga,Maruti,2013,475000,48000,Diesel
674,MarutiSuzukiAlto,Maruti,2016,270000,38000,Petrol
675,HondaCitySV,Honda,2014,475000,34000,Diesel
676,VolkswagenVentoComfortline,Volkswagen,2011,240000,45933,Petrol
677,HondaCity1.5,Honda,2005,120000,68000,Petrol
678,AudiA42.0,Audi,2016,1900000,44000,Diesel
679,MahindraKUV100,Mahindra,2017,360000,35000,Diesel
680,TataZestXE,Tata,2018,450000,102563,Diesel
681,MahindraXUV500W8,Mahindra,2015,900000,28600,Diesel
682,MarutiSuzukiSwift,Maruti,2017,650000,41800,Diesel
683,TataSumoGold,Tata,2014,275000,116000,Diesel
684,MarutiSuzukiSwift,Maruti,2009,210000,59000,Petrol
685,MahindraScorpio2.6,Mahindra,2004,175000,58000,Diesel
686,MarutiSuzukiOmni,Maruti,2009,85000,45000,Petrol
687,MitsubishiPajeroSport,Mitsubishi,2015,1490000,42590,Diesel
688,RenaultDuster,Renault,2014,800000,7400,Diesel
689,VolkswagenJettaComfortline,Volkswagen,2009,450000,54500,Diesel
690,MarutiSuzukiErtiga,Maruti,2012,1000000,200000,Diesel
691,AudiA42.0,Audi,2013,1510000,27000,Diesel
692,VolvoS80Summum,Volvo,2015,1850000,42000,Diesel
693,ToyotaCorollaAltis,Toyota,2014,790000,29000,Petrol
694,MitsubishiPajeroSport,Mitsubishi,2015,1725000,37000,Diesel
695,ChevroletBeatLT,Chevrolet,2012,135000,36000,Petrol
696,BMWX1,BMW,2011,1000000,34000,Diesel
697,DatsunRediGO,Datsun,2018,299999,7000,Petrol
698,MercedesBenzC,Mercedes,2009,1225000,76000,Diesel
699,MahindraScorpioSLX,Mahindra,2004,175000,60000,Diesel
700,VolkswagenVentoComfortline,Volkswagen,2011,200000,95000,Diesel
701,TataIndigoCS,Tata,2017,270000,50000,Diesel
702,FordFigoPetrol,Ford,2019,525000,0,Petrol
703,HondaCityZX,Honda,2006,180000,50000,Petrol
704,MarutiSuzukiWagon,Maruti,2008,140000,68000,Petrol
705,FordEcoSportTrend,Ford,2014,400000,16000,Petrol
706,MarutiSuzukiSwift,Maruti,2016,499000,51000,Diesel
707,MarutiSuzukiOmni,Maruti,2009,85000,56000,Petrol
708,MarutiSuzukiZen,Maruti,2004,70000,100000,Petrol
709,RenaultDusterRxL,Renault,2015,550000,36000,Petrol
710,MarutiSuzukiSwift,Maruti,2014,370000,11523,Petrol
711,MarutiSuzukiBaleno,Maruti,2018,690000,1000,Petrol
712,HondaWRV,Honda,2009,250000,60000,Petrol
713,TataIndigoCS,Tata,2016,110000,85000,Diesel
714,RenaultDuster110,Renault,2013,490000,38600,Diesel
715,MahindraScorpioLX,Mahindra,2009,320000,95500,Diesel
716,MarutiSuzukiZen,Maruti,2004,68000,56000,Petrol
717,MarutiSuzukiWagon,Maruti,2014,130000,37458,Petrol
718,MarutiSuzukiSX4,Maruti,2016,970000,85960,Diesel
719,AudiA3Cabriolet,Audi,2015,3100000,12516,Petrol
720,HyundaiEonD,Hyundai,2018,280000,35000,Petrol
721,MarutiSuzukiZen,Maruti,2009,125000,0,Petrol
722,MahindraScorpioSLX,Mahindra,2008,285000,80000,Diesel
724,HyundaiSantroAE,Hyundai,2011,165000,45000,Petrol
726,MarutiSuzukiSwift,Maruti,2009,250000,51000,Diesel
727,MahindraScorpioS4,Mahindra,2015,865000,30000,Diesel
729,MahindraXyloD2,Mahindra,2011,390000,48000,Diesel
730,HyundaiSantro,Hyundai,2003,60000,51000,Petrol
731,ChevroletBeatLT,Chevrolet,2015,215000,90000,Diesel
732,MarutiSuzukiSwift,Maruti,2015,475000,43000,Diesel
733,MahindraXUV500W8,Mahindra,2015,899000,53000,Diesel
734,ToyotaFortuner3.0,Toyota,2013,1499000,97000,Diesel
735,MarutiSuzukiAlto,Maruti,2013,240000,20000,Petrol
736,HyundaiGetzGLE,Hyundai,2007,99000,55000,Petrol
737,MarutiSuzukiSwift,Maruti,2014,260000,120000,Diesel
738,HyundaiCreta1.6,Hyundai,2019,1200000,0,Petrol
739,HyundaiSantroXing,Hyundai,2007,115000,46000,Petrol
740,HyundaiSantroXing,Hyundai,2009,88000,43200,Petrol
741,MahindraXyloD2,Mahindra,2011,390000,56000,Diesel
742,HyundaiSantroXing,Hyundai,2007,135000,42000,Petrol
743,TataIndicaV2,Tata,2009,90000,30600,Diesel
744,Hyundaii10Sportz,Hyundai,2011,220000,38000,Petrol
745,HyundaiGrandi10,Hyundai,2017,424999,2550,Petrol
746,HyundaiSantroXing,Hyundai,2007,135000,47000,Petrol
747,HondaCity1.5,Honda,2005,95000,41000,Petrol
748,NissanMicraXL,Nissan,2017,430000,62500,Diesel
749,HondaCity1.5,Honda,2005,115000,68000,Petrol
750,MarutiSuzukiAlto,Maruti,2015,215000,50000,Petrol
751,MarutiSuzukiWagon,Maruti,2004,53000,69000,Petrol
752,MarutiSuzukiErtiga,Maruti,2012,500000,48000,Diesel
753,TataIndicaeV2,Tata,2012,85000,55000,Diesel
754,MarutiSuzukiOmni,Maruti,2013,165000,25000,Petrol
755,HyundaiEonEra,Hyundai,2014,200000,28400,Petrol
756,HyundaiEon,Hyundai,2014,200000,28000,Petrol
757,MarutiSuzukiSwift,Maruti,2015,425000,42000,Diesel
759,HyundaiVerna1.6,Hyundai,2012,600000,29000,Diesel
760,ChevroletTaveraLS,Chevrolet,2005,130000,68485,Diesel
761,TataTiagoRevotron,Tata,2018,430000,3500,Petrol
762,TataTiagoRevotorq,Tata,2019,568500,0,Petrol
765,MarutiSuzukiZen,Maruti,2006,71000,32000,Petrol
766,MahindraKUV100K8,Mahindra,2018,560000,8000,Diesel
767,FordEcoSportTitanium,Ford,2014,590000,34000,Diesel
768,HindustanMotorsAmbassador,Hindustan,1995,750000,37000,Petrol
769,FordFusion1.4,Ford,2007,125000,85455,Diesel
770,HyundaiSantroXing,Hyundai,2007,135000,46000,Petrol
771,HyundaiSantro,Hyundai,2002,60000,47000,Petrol
772,FiatLineaEmotion,Fiat,2009,120000,64000,Petrol
773,FordIkon1.3,Ford,2008,95000,46000,Petrol
774,MarutiSuzukiOmni,Maruti,2017,240000,8000,Petrol
775,TataIndicaV2,Tata,2012,115000,64000,Diesel
776,MahindraScorpioS4,Mahindra,2015,795000,63000,Diesel
777,HyundaiSantroXing,Hyundai,2007,55000,65000,Petrol
778,MahindraXyloD2,Mahindra,2009,300000,62000,Diesel
779,HyundaiGrandi10,Hyundai,2014,320000,41000,Petrol
780,MarutiSuzukiAlto,Maruti,2015,265000,14000,Petrol
781,ToyotaCorolla,Toyota,2006,160000,40000,Petrol
782,HyundaiEonMagna,Hyundai,2017,300000,1600,Petrol
783,TataSumoGrande,Tata,2010,130000,90000,Diesel
784,MarutiSuzukiSwift,Maruti,2011,250000,58000,Diesel
785,VolkswagenPoloHighline1.2L,Volkswagen,2013,380000,27000,Petrol
786,MarutiSuzukiAlto,Maruti,2003,42000,60000,Petrol
787,TataTiagoRevotron,Tata,2017,400000,31000,Petrol
788,MarutiSuzukiSwift,Maruti,2009,120000,90000,Diesel
789,MarutiSuzukiSwift,Maruti,2009,120000,90000,Diesel
790,TataIndigoeCS,Tata,2016,130000,150000,Diesel
791,ChevroletBeatLS,Chevrolet,2014,189000,31000,Diesel
793,MahindraXyloE8,Mahindra,2011,365000,43000,Diesel
794,HyundaiEonD,Hyundai,2013,170000,20000,Petrol
804,TataSumoGold,Tata,2013,215000,100000,Petrol
813,TataNano,Tata,2013,60000,7000,Petrol
814,HyundaiElitei20,Hyundai,2017,599999,31000,Petrol
815,Hyundaii10Magna,Hyundai,2009,400000,33000,Petrol
816,HyundaiCreta,Hyundai,2016,900000,60000,Diesel
817,VolkswagenPolo,Volkswagen,2013,299999,48000,Diesel
818,MarutiSuzukiDzire,Maruti,2014,374999,33000,Petrol
819,TataBoltXM,Tata,2015,600000,15000,Petrol
820,MarutiSuzukiAlto,Maruti,2005,70000,47000,Petrol
821,MarutiSuzukiAlto,Maruti,2005,100000,40000,Petrol
823,MarutiSuzukiRitz,Maruti,2010,150000,38000,Diesel
824,MarutiSuzukiAlto,Maruti,2017,225000,12500,Petrol
825,MarutiSuzukiDzire,Maruti,2009,210000,42000,Petrol
827,Hyundaii20Asta,Hyundai,2014,425000,31000,Petrol
828,MarutiSuzukiSwift,Maruti,2008,162000,60000,Diesel
829,TataIndicaV2,Tata,2005,60000,80000,Diesel
830,MahindraScorpioVLX,Mahindra,2014,650000,77000,Diesel
831,ToyotaInnova2.5,Toyota,2012,750000,75000,Diesel
832,MahindraXyloE8,Mahindra,2010,375000,40000,Diesel
833,Hyundaii20Magna,Hyundai,2011,230000,47000,Petrol
834,MarutiSuzukiOmni,Maruti,2000,35999,60000,Petrol
835,MahindraKUV100,Mahindra,2016,380000,26500,Petrol
836,MahindraKUV100K8,Mahindra,2019,560000,2875,Petrol
837,DatsunGoPlus,Datsun,2016,285000,13900,Petrol
838,FordEndeavor4x4,Ford,2019,2900000,9000,Diesel
839,TataIndicaV2,Tata,2005,39999,80000,Diesel
840,HyundaiSantroXing,Hyundai,2006,85000,60000,Petrol
841,MarutiSuzukiWagon,Maruti,2016,395000,20000,Petrol
842,MarutiSuzukiSwift,Maruti,2008,175000,58000,Diesel
843,MarutiSuzukiAlto,Maruti,2019,400000,1500,Petrol
844,ToyotaInnova2.5,Toyota,2011,750000,75000,Diesel
846,MarutiSuzukiAlto,Maruti,2016,250000,2450,Petrol
847,MarutiSuzukiAlto,Maruti,2019,425000,1625,Petrol
849,VolkswagenPoloHighline1.2L,Volkswagen,2017,525000,45000,Petrol
850,MahindraLogan,Mahindra,2009,130000,65000,Diesel
851,MarutiSuzuki800,Maruti,2000,30000,33400,Petrol
852,MahindraScorpio,Mahindra,2011,475000,60123,Diesel
853,ChevroletSail1.2,Chevrolet,2013,300000,28000,Petrol
855,HyundaiSantroAE,Hyundai,2003,60000,70000,Petrol
856,MarutiSuzukiWagon,Maruti,2006,100000,7000,Petrol
857,HyundaiEon,Hyundai,2018,260000,25000,Petrol
858,TataManza,Tata,2015,100000,100000,Diesel
860,ToyotaEtiosG,Toyota,2013,265000,42000,Petrol
861,HyundaiGetzPrime,Hyundai,2009,115000,20000,Petrol
862,ToyotaQualis,Toyota,2003,180000,100000,Diesel
863,HyundaiSantroXing,Hyundai,2004,45000,137495,Petrol
864,TataIndicaeV2,Tata,2016,50500,91200,Diesel
865,HondaCity1.5,Honda,2009,270000,55000,Petrol
866,TataZestXE,Tata,2017,290000,120000,Diesel
867,MahindraQuantoC4,Mahindra,2013,325000,63000,Diesel
868,TataIndigoeCS,Tata,2016,160000,104000,Diesel
869,MarutiSuzukiSwift,Maruti,2016,350000,146000,Diesel
870,HyundaiElitei20,Hyundai,2011,290000,40000,Petrol
871,Hyundaii20Select,Hyundai,2011,290000,40000,Petrol
872,ChevroletTaveraNeo,Chevrolet,2007,465000,100800,Diesel
873,MarutiSuzukiDzire,Maruti,2016,325000,150000,Diesel
874,HyundaiElitei20,Hyundai,2018,510000,2100,Petrol
875,HondaCityVX,Honda,2016,860000,95000,Petrol
876,MarutiSuzukiDzire,Maruti,2016,450000,2500,Diesel
877,HyundaiGetz,Hyundai,2006,125000,80000,Petrol
878,MercedesBenzC,Mercedes,2006,500001,15000,Petrol
879,MarutiSuzukiAlto,Maruti,2005,95000,65000,Petrol
880,MarutiSuzukiSwift,Maruti,2009,250000,51000,Diesel
881,SkodaFabia,Skoda,2009,110000,45000,Petrol
883,MarutiSuzukiRitz,Maruti,2011,270000,50000,Petrol
885,TataIndicaV2,Tata,2009,110000,30000,Diesel
886,ToyotaCorollaAltis,Toyota,2009,300000,132000,Petrol
888,TataZestXM,Tata,2018,260000,27000,Diesel
889,MahindraQuantoC8,Mahindra,2013,390000,40000,Diesel
